Dimensi,Aspek,Arti,Perilaku Kuat,Perilaku Lemah
Relation,Caring (Peduli),"Individu ini sangat peka terhadap keinginan dan kebutuhan orang lain yang mungkin tidak terekspresikan. Mengasihi seseorang bukan hanya dengan mendoakan kebahagiaan mereka, tetapi juga betul-betul mengerti apa yang mereka rasakan. Namun, untuk benar-benar mengetahui apa yang mereka rasakan serta masalah dan kekhawatiran mereka, kita membutuhkan kepekaan yang lebih untuk mengantisipasi dan menindaklanjutinya. Banyak yang tertarik pada orang dengan talenta Caring karena mereka mampu merasakan emosi dan memberikan respon yang sesuai. Mereka dapat melihat dunia melalui mata dan perspektif orang lain. Mereka membantu orang menemukan cara untuk mengekspresikan perasaan mereka dan dimengerti karenanya.",Secara proaktif menawarkan bantuan bahkan sebelum diminta.,Terkadang tidak peka terhadap orang lain.
Relation,Caring (Peduli),"Individu ini sangat peka terhadap keinginan dan kebutuhan orang lain yang mungkin tidak terekspresikan. Mengasihi seseorang bukan hanya dengan mendoakan kebahagiaan mereka, tetapi juga betul-betul mengerti apa yang mereka rasakan. Namun, untuk benar-benar mengetahui apa yang mereka rasakan serta masalah dan kekhawatiran mereka, kita membutuhkan kepekaan yang lebih untuk mengantisipasi dan menindaklanjutinya. Banyak yang tertarik pada orang dengan talenta Caring karena mereka mampu merasakan emosi dan memberikan respon yang sesuai. Mereka dapat melihat dunia melalui mata dan perspektif orang lain. Mereka membantu orang menemukan cara untuk mengekspresikan perasaan mereka dan dimengerti karenanya.",Bersedia berkorban untuk kepentingan orang lain.,Menggeneralisasi orang ke dalam satu tipe.
Relation,Caring (Peduli),"Individu ini sangat peka terhadap keinginan dan kebutuhan orang lain yang mungkin tidak terekspresikan. Mengasihi seseorang bukan hanya dengan mendoakan kebahagiaan mereka, tetapi juga betul-betul mengerti apa yang mereka rasakan. Namun, untuk benar-benar mengetahui apa yang mereka rasakan serta masalah dan kekhawatiran mereka, kita membutuhkan kepekaan yang lebih untuk mengantisipasi dan menindaklanjutinya. Banyak yang tertarik pada orang dengan talenta Caring karena mereka mampu merasakan emosi dan memberikan respon yang sesuai. Mereka dapat melihat dunia melalui mata dan perspektif orang lain. Mereka membantu orang menemukan cara untuk mengekspresikan perasaan mereka dan dimengerti karenanya.",Kondisi emosi orang lain mempengaruhi emosi mereka sendiri.,Kurang sensitif dalam berinteraksi dengan orang lain.
Relation,Collaborator (Kolaborator),Individu ini mampu mengkombinasikan potensi orang lain untuk mencapai tujuan bersama. Mereka secara aktif menghubungkan dan melibatkan orang-orang untuk menjadi bagian dari kelompok. Mereka menempatkan kepentingan kelompok di atas kepentingan mereka sendiri dan memastikan bahwa tidak ada yang tertinggal. Bekerja untuk mencapai tujuan bersama sangat penting bagi mereka. Mereka suka menjadi bagian dari tim dan bekerja bahu-membahu satu sama lain. Mereka memastikan semua orang di dalam kelompok merasa dilibatkan.,Senang menjadi bagian dari kelompok dan lebih suka bekerja dalam tim.,Membatasi diri hanya atas apa yang menjadi tanggungjawabnya.
Relation,Collaborator (Kolaborator),Individu ini mampu mengkombinasikan potensi orang lain untuk mencapai tujuan bersama. Mereka secara aktif menghubungkan dan melibatkan orang-orang untuk menjadi bagian dari kelompok. Mereka menempatkan kepentingan kelompok di atas kepentingan mereka sendiri dan memastikan bahwa tidak ada yang tertinggal. Bekerja untuk mencapai tujuan bersama sangat penting bagi mereka. Mereka suka menjadi bagian dari tim dan bekerja bahu-membahu satu sama lain. Mereka memastikan semua orang di dalam kelompok merasa dilibatkan.,Memastikan semua orang dilibatkan dalam suatu aktivitas.,Mengutamakan pengakuan pribadi dibanding kinerja kelompok.
Relation,Collaborator (Kolaborator),Individu ini mampu mengkombinasikan potensi orang lain untuk mencapai tujuan bersama. Mereka secara aktif menghubungkan dan melibatkan orang-orang untuk menjadi bagian dari kelompok. Mereka menempatkan kepentingan kelompok di atas kepentingan mereka sendiri dan memastikan bahwa tidak ada yang tertinggal. Bekerja untuk mencapai tujuan bersama sangat penting bagi mereka. Mereka suka menjadi bagian dari tim dan bekerja bahu-membahu satu sama lain. Mereka memastikan semua orang di dalam kelompok merasa dilibatkan.,"Mengajak setiap orang secara aktif, sehingga mereka dapat menjadi bagian dari grup.",Memilih bekerja sendiri dan membatasi interaksi.
Relation,Collaborator (Kolaborator),Individu ini mampu mengkombinasikan potensi orang lain untuk mencapai tujuan bersama. Mereka secara aktif menghubungkan dan melibatkan orang-orang untuk menjadi bagian dari kelompok. Mereka menempatkan kepentingan kelompok di atas kepentingan mereka sendiri dan memastikan bahwa tidak ada yang tertinggal. Bekerja untuk mencapai tujuan bersama sangat penting bagi mereka. Mereka suka menjadi bagian dari tim dan bekerja bahu-membahu satu sama lain. Mereka memastikan semua orang di dalam kelompok merasa dilibatkan.,Mengutamakan kepentingan kelompok di atas kepentingan mereka sendiri.,Sibuk dengan dirinya dan mengabaikan anggota kelompok.
Relation,Convincing (Mampu Meyakinkan),"Individu ini mendorong orang lain untuk melakukan sesuatu yang tidak terpikirkan untuk dilakukan, tidak ingin dilakukan, atau takut dilakukan, tetapi perlu dilakukan. Mereka menikmati proses mengubah pikiran orang lain. Mereka menyadari bahwa untuk meyakinkan orang lain, mereka harus mengenal dan menyadari apa yang penting bagi orang itu sehingga mereka dapat mengarahkan orang tersebut ke sudut pandang mereka. Mereka mencoba berbagai cara, mulai dari fakta, data, sampai contoh kehidupan nyata, untuk membujuk orang lain dan mencari tahu bagaimana sudut pandang mereka dapat diterima.",Mampu dengan mudah membujuk orang ke arah sudut pandang mereka.,Enggan mengarahkan orang lain untuk melihat sesuatu dengan cara mereka.
Relation,Convincing (Mampu Meyakinkan),"Individu ini mendorong orang lain untuk melakukan sesuatu yang tidak terpikirkan untuk dilakukan, tidak ingin dilakukan, atau takut dilakukan, tetapi perlu dilakukan. Mereka menikmati proses mengubah pikiran orang lain. Mereka menyadari bahwa untuk meyakinkan orang lain, mereka harus mengenal dan menyadari apa yang penting bagi orang itu sehingga mereka dapat mengarahkan orang tersebut ke sudut pandang mereka. Mereka mencoba berbagai cara, mulai dari fakta, data, sampai contoh kehidupan nyata, untuk membujuk orang lain dan mencari tahu bagaimana sudut pandang mereka dapat diterima.","Meminta masukan orang lain tentang ide dan pemikiran mereka, sehingga mereka tahu di mana posisi orang itu.",Mengalami kesulitan dalam membuat orang memperhatikan ide-ide mereka.
Relation,Convincing (Mampu Meyakinkan),"Individu ini mendorong orang lain untuk melakukan sesuatu yang tidak terpikirkan untuk dilakukan, tidak ingin dilakukan, atau takut dilakukan, tetapi perlu dilakukan. Mereka menikmati proses mengubah pikiran orang lain. Mereka menyadari bahwa untuk meyakinkan orang lain, mereka harus mengenal dan menyadari apa yang penting bagi orang itu sehingga mereka dapat mengarahkan orang tersebut ke sudut pandang mereka. Mereka mencoba berbagai cara, mulai dari fakta, data, sampai contoh kehidupan nyata, untuk membujuk orang lain dan mencari tahu bagaimana sudut pandang mereka dapat diterima.",Mempengaruhi orang lain untuk mengikuti mereka dengan menunjukkan mengapa itu baik.,Enggan mempengaruhi orang lain saat mereka menyampaikan keberatannya.
Relation,Convincing (Mampu Meyakinkan),"Individu ini mendorong orang lain untuk melakukan sesuatu yang tidak terpikirkan untuk dilakukan, tidak ingin dilakukan, atau takut dilakukan, tetapi perlu dilakukan. Mereka menikmati proses mengubah pikiran orang lain. Mereka menyadari bahwa untuk meyakinkan orang lain, mereka harus mengenal dan menyadari apa yang penting bagi orang itu sehingga mereka dapat mengarahkan orang tersebut ke sudut pandang mereka. Mereka mencoba berbagai cara, mulai dari fakta, data, sampai contoh kehidupan nyata, untuk membujuk orang lain dan mencari tahu bagaimana sudut pandang mereka dapat diterima.",Memahami perspektif orang lain agar dapat mempengaruhi mereka.,Kurang nyaman dengan proses berjualan.
Relation,Courageous (Pemberani),"Individu ini tidak ragu untuk mengungkapkan apa yang menurut mereka benar, mempertahankan, menghadapi, dan mengambil suatu resiko sekalipun yang tidak populer. Mereka menghadapi konflik dengan berkomunikasi secara terus terang dan tidak takut dalam membela apapun atau siapapun. Sebagai seorang pemimpin, mereka tidak ragu untuk mengambil alih dan memimpin dari depan. Mereka jujur dan terbuka serta berharap orang lain untuk juga bisa transparan. Mereka lugas untuk menghindari kesalahpahaman dan membiarkan orang lain mengetahui pendirian mereka.","Mengungkapkan perasaan, pendapat, atau pilihan yang mereka rasa benar secara terbuka.",Takut mengambil risiko dan seringkali meragukan keputusan mereka sendiri.
Relation,Courageous (Pemberani),"Individu ini tidak ragu untuk mengungkapkan apa yang menurut mereka benar, mempertahankan, menghadapi, dan mengambil suatu resiko sekalipun yang tidak populer. Mereka menghadapi konflik dengan berkomunikasi secara terus terang dan tidak takut dalam membela apapun atau siapapun. Sebagai seorang pemimpin, mereka tidak ragu untuk mengambil alih dan memimpin dari depan. Mereka jujur dan terbuka serta berharap orang lain untuk juga bisa transparan. Mereka lugas untuk menghindari kesalahpahaman dan membiarkan orang lain mengetahui pendirian mereka.",Menyampaikan keinginan secara langsung kepada orang lain.,"Jarang untuk mengungkapkan pikiran mereka, sehingga orang lain mungkin tidak tahu pandangan mereka."
Relation,Courageous (Pemberani),"Individu ini tidak ragu untuk mengungkapkan apa yang menurut mereka benar, mempertahankan, menghadapi, dan mengambil suatu resiko sekalipun yang tidak populer. Mereka menghadapi konflik dengan berkomunikasi secara terus terang dan tidak takut dalam membela apapun atau siapapun. Sebagai seorang pemimpin, mereka tidak ragu untuk mengambil alih dan memimpin dari depan. Mereka jujur dan terbuka serta berharap orang lain untuk juga bisa transparan. Mereka lugas untuk menghindari kesalahpahaman dan membiarkan orang lain mengetahui pendirian mereka.",Menyukai keterbukaan tanpa ditutup-tutupi.,"Lebih suka lingkungan yang aman, terjamin, stabil tanpa perdebatan atau konflik."
Relation,Courageous (Pemberani),"Individu ini tidak ragu untuk mengungkapkan apa yang menurut mereka benar, mempertahankan, menghadapi, dan mengambil suatu resiko sekalipun yang tidak populer. Mereka menghadapi konflik dengan berkomunikasi secara terus terang dan tidak takut dalam membela apapun atau siapapun. Sebagai seorang pemimpin, mereka tidak ragu untuk mengambil alih dan memimpin dari depan. Mereka jujur dan terbuka serta berharap orang lain untuk juga bisa transparan. Mereka lugas untuk menghindari kesalahpahaman dan membiarkan orang lain mengetahui pendirian mereka.",Tegas dalam hal menerima maupun menolak pemberian sesuai kebutuhan.,"Lebih suka berada di belakang layar dibanding maju ke depan, apalagi ketika ada banyak penolakan."
Relation,Developer (Pembimbing),"Individu ini suka mencari peluang untuk mengembangkan, melatih, dan membimbing orang lain. Mereka merasa bahagia ketika melihat orang lain berhasil. Mereka siap memberikan umpan balik dan tidak sabar untuk mengajar dan membagikan pengetahuan mereka. Mereka sabar dalam memberi orang kesempatan kedua untuk belajar. Mereka mampu melihat potensi orang lain yang mungkin tidak terlihat oleh banyak orang atau bahkan individu tersebut. Mereka membina individu dan mempersiapkan mereka untuk sukses mencapai tingkat pencapaian berikutnya.",Memberikan kesempatan bagi orang untuk tumbuh berkembang dan membuat kesalahan agar belajar.,"Daripada membimbing langkah demi langkah, pembimbing cenderung menyelesaikan tugas untuk mentee agar cepat beres."
Relation,Developer (Pembimbing),"Individu ini suka mencari peluang untuk mengembangkan, melatih, dan membimbing orang lain. Mereka merasa bahagia ketika melihat orang lain berhasil. Mereka siap memberikan umpan balik dan tidak sabar untuk mengajar dan membagikan pengetahuan mereka. Mereka sabar dalam memberi orang kesempatan kedua untuk belajar. Mereka mampu melihat potensi orang lain yang mungkin tidak terlihat oleh banyak orang atau bahkan individu tersebut. Mereka membina individu dan mempersiapkan mereka untuk sukses mencapai tingkat pencapaian berikutnya.",Optimis bahwa setiap orang bisa menjadi lebih baik.,Memberikan banyak komentar sekaligus dan terlalu sering sehingga penerima bingung prioritas perbaikan.
Relation,Developer (Pembimbing),"Individu ini suka mencari peluang untuk mengembangkan, melatih, dan membimbing orang lain. Mereka merasa bahagia ketika melihat orang lain berhasil. Mereka siap memberikan umpan balik dan tidak sabar untuk mengajar dan membagikan pengetahuan mereka. Mereka sabar dalam memberi orang kesempatan kedua untuk belajar. Mereka mampu melihat potensi orang lain yang mungkin tidak terlihat oleh banyak orang atau bahkan individu tersebut. Mereka membina individu dan mempersiapkan mereka untuk sukses mencapai tingkat pencapaian berikutnya.","Mengapresiasi kemajuan setiap orang, sekecil apapun itu.",Melihat potensi di semua orang dan mendorong akselerasi karier tanpa memastikan kesiapan atau dukungan struktural.
Relation,Developer (Pembimbing),"Individu ini suka mencari peluang untuk mengembangkan, melatih, dan membimbing orang lain. Mereka merasa bahagia ketika melihat orang lain berhasil. Mereka siap memberikan umpan balik dan tidak sabar untuk mengajar dan membagikan pengetahuan mereka. Mereka sabar dalam memberi orang kesempatan kedua untuk belajar. Mereka mampu melihat potensi orang lain yang mungkin tidak terlihat oleh banyak orang atau bahkan individu tersebut. Mereka membina individu dan mempersiapkan mereka untuk sukses mencapai tingkat pencapaian berikutnya.",Membimbing mereka yang tertinggal dan dengan sabar mengajari mereka.,Memberi perhatian dan peluang yang jauh lebih banyak kepada beberapa individu yang “dekat” atau “lebih menjanjikan”.
Relation,Energizer (Optimis),"Individu ini memiliki aura positif yang menular yang dapat menstimulasi orang-orang di sekitar menjadi optimis. Ketika orang lain fokus pada masalah, mereka fokus pada kemungkinan dan apa yang bisa dilakukan. Mereka bersemangat dan berenergi ketika melihat peluang. Mereka terus berusaha menemukan hal positif sekecil apa pun itu di tengah kekacauan. Setiap kali mereka jatuh, mereka bangkit kembali dengan cepat. Pandangan hidup ini mendorong mereka untuk terus maju walaupun ada banyak rintangan yang menerpa. Mereka mentransfer energi mereka kepada orang lain dan membuat orang-orang di sekitar mereka penuh dengan senyuman dan tawa.",Selalu optimis dalam kondisi apapun.,Melihat peluang tetapi mengabaikan potensi hambatan atau konsekuensi nyata.
Relation,Energizer (Optimis),"Individu ini memiliki aura positif yang menular yang dapat menstimulasi orang-orang di sekitar menjadi optimis. Ketika orang lain fokus pada masalah, mereka fokus pada kemungkinan dan apa yang bisa dilakukan. Mereka bersemangat dan berenergi ketika melihat peluang. Mereka terus berusaha menemukan hal positif sekecil apa pun itu di tengah kekacauan. Setiap kali mereka jatuh, mereka bangkit kembali dengan cepat. Pandangan hidup ini mendorong mereka untuk terus maju walaupun ada banyak rintangan yang menerpa. Mereka mentransfer energi mereka kepada orang lain dan membuat orang-orang di sekitar mereka penuh dengan senyuman dan tawa.",Mampu menyebarkan energi positif dan semangat kepada orang lain.,Terlalu cepat menenangkan atau memotivasi orang lain tanpa mengakui kesulitan atau emosi negatif mereka.
Relation,Energizer (Optimis),"Individu ini memiliki aura positif yang menular yang dapat menstimulasi orang-orang di sekitar menjadi optimis. Ketika orang lain fokus pada masalah, mereka fokus pada kemungkinan dan apa yang bisa dilakukan. Mereka bersemangat dan berenergi ketika melihat peluang. Mereka terus berusaha menemukan hal positif sekecil apa pun itu di tengah kekacauan. Setiap kali mereka jatuh, mereka bangkit kembali dengan cepat. Pandangan hidup ini mendorong mereka untuk terus maju walaupun ada banyak rintangan yang menerpa. Mereka mentransfer energi mereka kepada orang lain dan membuat orang-orang di sekitar mereka penuh dengan senyuman dan tawa.",Suka memberikan pengakuan dan pujian kepada orang lain.,"Memaksakan diri untuk selalu ceria dan energik, sehingga enggan menunjukkan kelelahan atau kesulitan."
Relation,Energizer (Optimis),"Individu ini memiliki aura positif yang menular yang dapat menstimulasi orang-orang di sekitar menjadi optimis. Ketika orang lain fokus pada masalah, mereka fokus pada kemungkinan dan apa yang bisa dilakukan. Mereka bersemangat dan berenergi ketika melihat peluang. Mereka terus berusaha menemukan hal positif sekecil apa pun itu di tengah kekacauan. Setiap kali mereka jatuh, mereka bangkit kembali dengan cepat. Pandangan hidup ini mendorong mereka untuk terus maju walaupun ada banyak rintangan yang menerpa. Mereka mentransfer energi mereka kepada orang lain dan membuat orang-orang di sekitar mereka penuh dengan senyuman dan tawa.",Meyakinkan orang lain akan adanya hikmah dalam situasi yang buruk.,Optimisme tinggi membuat mereka percaya target ambisius selalu bisa dicapai sehingga memberikan janji yang tidak realistis.
Relation,Forgiving (Pemaaf),"Individu yang memiliki talenta ini memiliki kecenderungan batin untuk memberi maaf, meredakan dendam, dan memulihkan hubungan setelah terjadi kesalahan atau konflik. Individu dengan talenta ini cepat move-on dari pelanggaran kecil hingga sedang, menempatkan pemulihan hubungan dan kontinuitas kerja di atas pembalasan atau menyimpan rasa sakit. Mereka mampu melihat niat baik di balik tindakan yang keliru, mengusahakan rekonsiliasi, dan menciptakan suasana aman agar orang berani belajar dari kesalahan. Pemaaf bukan berarti pasif atau membiarkan perilaku buruk berulang—pemaaf yang matang membedakan antara memaafkan dan mengabaikan: mereka memaafkan tetapi tetap menuntut tanggung jawab dan pembelajaran bila perlu. Dalam organisasi, pemaaf membantu membangun budaya resilien, mempercepat pemulihan tim setelah krisis, dan menjaga hubungan jangka panjang yang sehat.",Mengambil inisiatif meredakan ketegangan dan mengajak dialog setelah perselisihan.,Menggunakan pemaafan sebagai alasan untuk tidak menegur perilaku yang perlu diperbaiki.
Relation,Forgiving (Pemaaf),"Individu yang memiliki talenta ini memiliki kecenderungan batin untuk memberi maaf, meredakan dendam, dan memulihkan hubungan setelah terjadi kesalahan atau konflik. Individu dengan talenta ini cepat move-on dari pelanggaran kecil hingga sedang, menempatkan pemulihan hubungan dan kontinuitas kerja di atas pembalasan atau menyimpan rasa sakit. Mereka mampu melihat niat baik di balik tindakan yang keliru, mengusahakan rekonsiliasi, dan menciptakan suasana aman agar orang berani belajar dari kesalahan. Pemaaf bukan berarti pasif atau membiarkan perilaku buruk berulang—pemaaf yang matang membedakan antara memaafkan dan mengabaikan: mereka memaafkan tetapi tetap menuntut tanggung jawab dan pembelajaran bila perlu. Dalam organisasi, pemaaf membantu membangun budaya resilien, mempercepat pemulihan tim setelah krisis, dan menjaga hubungan jangka panjang yang sehat.","Menilai kesalahan berdasarkan konteks dan niat, bukan hanya hasilnya.","Langsung memberi maaf tetapi tidak meminta perubahan atau konsekuensi, sehingga perilaku buruk berulang."
Relation,Forgiving (Pemaaf),"Individu yang memiliki talenta ini memiliki kecenderungan batin untuk memberi maaf, meredakan dendam, dan memulihkan hubungan setelah terjadi kesalahan atau konflik. Individu dengan talenta ini cepat move-on dari pelanggaran kecil hingga sedang, menempatkan pemulihan hubungan dan kontinuitas kerja di atas pembalasan atau menyimpan rasa sakit. Mereka mampu melihat niat baik di balik tindakan yang keliru, mengusahakan rekonsiliasi, dan menciptakan suasana aman agar orang berani belajar dari kesalahan. Pemaaf bukan berarti pasif atau membiarkan perilaku buruk berulang—pemaaf yang matang membedakan antara memaafkan dan mengabaikan: mereka memaafkan tetapi tetap menuntut tanggung jawab dan pembelajaran bila perlu. Dalam organisasi, pemaaf membantu membangun budaya resilien, mempercepat pemulihan tim setelah krisis, dan menjaga hubungan jangka panjang yang sehat.",Sering dijadikan penengah karena kemampuan memaafkan dan melihat perspektif kedua pihak.,"Dengan memaafkan terus-menerus, pemaaf ikut mempertahankan pola buruk."
Relation,Forgiving (Pemaaf),"Individu yang memiliki talenta ini memiliki kecenderungan batin untuk memberi maaf, meredakan dendam, dan memulihkan hubungan setelah terjadi kesalahan atau konflik. Individu dengan talenta ini cepat move-on dari pelanggaran kecil hingga sedang, menempatkan pemulihan hubungan dan kontinuitas kerja di atas pembalasan atau menyimpan rasa sakit. Mereka mampu melihat niat baik di balik tindakan yang keliru, mengusahakan rekonsiliasi, dan menciptakan suasana aman agar orang berani belajar dari kesalahan. Pemaaf bukan berarti pasif atau membiarkan perilaku buruk berulang—pemaaf yang matang membedakan antara memaafkan dan mengabaikan: mereka memaafkan tetapi tetap menuntut tanggung jawab dan pembelajaran bila perlu. Dalam organisasi, pemaaf membantu membangun budaya resilien, mempercepat pemulihan tim setelah krisis, dan menjaga hubungan jangka panjang yang sehat.",Mengajak berdialog dan fokus pada solusi bersama tanpa menyimpan dendam.,Menampung beban emosi rekan terus-menerus sampai kelelahan karena merasa harus memaafkan dan memulihkan.
Relation,Generous (Murah Hati),"Individu yang memiliki talenta ini senang membantu dan memberi; bahkan, mereka merasa terdorong untuk melayani. Mereka altruistik dan empatik terhadap kebutuhan orang lain. Mereka termotivasi ketika merasa dibutuhkan dan melakukan yang terbaik saat melayani orang lain. Ketika mendengar ada yang sedang dalam masalah atau membutuhkan bantuan, mereka langsung bertindak untuk memastikan orang itu memiliki semua yang diperlukan untuk menangani dan menyelesaikan masalahnya. Mereka adalah perwujudan dari pelayanan prima. Dukungan dan bantuan mereka terlihat melalui tindakan yang mereka lakukan atau barang yang mereka beri, bahkan sebelum diminta. Ketika mereka melihat seseorang kesulitan, mereka dengan spontan memberi apapun yang dapat mengurangi segala sumber kekhawatirannya.","Langsung melihat kebutuhan dan bertindak sebelum diminta, memastikan orang lain punya sumber daya yang diperlukan.","Berpikir dua kali untuk memberi, terutama atas permintaan yang ""tidak masuk akal""."
Relation,Generous (Murah Hati),"Individu yang memiliki talenta ini senang membantu dan memberi; bahkan, mereka merasa terdorong untuk melayani. Mereka altruistik dan empatik terhadap kebutuhan orang lain. Mereka termotivasi ketika merasa dibutuhkan dan melakukan yang terbaik saat melayani orang lain. Ketika mendengar ada yang sedang dalam masalah atau membutuhkan bantuan, mereka langsung bertindak untuk memastikan orang itu memiliki semua yang diperlukan untuk menangani dan menyelesaikan masalahnya. Mereka adalah perwujudan dari pelayanan prima. Dukungan dan bantuan mereka terlihat melalui tindakan yang mereka lakukan atau barang yang mereka beri, bahkan sebelum diminta. Ketika mereka melihat seseorang kesulitan, mereka dengan spontan memberi apapun yang dapat mengurangi segala sumber kekhawatiran.","Mengorganisir atau menyediakan sumber daya (waktu, uang kecil, alat, jaringan) yang menghilangkan hambatan praktis.",Mudah untuk ikut marah atau frustrasi saat berhadapan dengan pelanggan yang kasar.
Relation,Generous (Murah Hati),"Individu yang memiliki talenta ini senang membantu dan memberi; bahkan, mereka merasa terdorong untuk melayani. Mereka altruistik dan empatik terhadap kebutuhan orang lain. Mereka termotivasi ketika merasa dibutuhkan dan melakukan yang terbaik saat melayani orang lain. Ketika mendengar ada yang sedang dalam masalah atau membutuhkan bantuan, mereka langsung bertindak untuk memastikan orang itu memiliki semua yang diperlukan untuk menangani dan menyelesaikan masalahnya. Mereka adalah perwujudan dari pelayanan prima. Dukungan dan bantuan mereka terlihat melalui tindakan yang mereka lakukan atau barang yang mereka beri, bahkan sebelum diminta. Ketika mereka melihat seseorang kesulitan, mereka dengan spontan memberi apapun yang dapat mengurangi segala sumber kekhawatiran.",Sering membimbing rekan tanpa mengharapkan imbalan langsung.,Memilih untuk berhemat daripada mengeluarkan biaya yang dilihat tidak penting.
Relation,Generous (Murah Hati),"Individu yang memiliki talenta ini senang membantu dan memberi; bahkan, mereka merasa terdorong untuk melayani. Mereka altruistik dan empatik terhadap kebutuhan orang lain. Mereka termotivasi ketika merasa dibutuhkan dan melakukan yang terbaik saat melayani orang lain. Ketika mendengar ada yang sedang dalam masalah atau membutuhkan bantuan, mereka langsung bertindak untuk memastikan orang itu memiliki semua yang diperlukan untuk menangani dan menyelesaikan masalahnya. Mereka adalah perwujudan dari pelayanan prima. Dukungan dan bantuan mereka terlihat melalui tindakan yang mereka lakukan atau barang yang mereka beri, bahkan sebelum diminta. Ketika mereka melihat seseorang kesulitan, mereka dengan spontan memberi apapun yang dapat mengurangi segala sumber kekhawatiran.",Aktif memberi pujian yang tulus dan mengangkat kontribusi orang lain sehingga merasa dihargai.,Perlu lebih banyak waktu untuk mengidentifikasi apa yang orang lain inginkan atau butuhkan.
Relation,Genuine (Tulus),"Individu yang memiliki talenta ini pandai membangun dan memelihara hubungan. Merekaterdorong untuk mendekati orang-orang yang sudahmereka kenal. Mereka mendapatkan banyak kesenangan dan kekuatan dari berada di sekitar teman-teman dekat mereka. Mereka nyaman dengan keakraban yang dijalin dalam jangka waktu yang lama. Setelah hubungan awal dimulai, mereka dengan sengaja mendalami hubungan tersebut. Mereka mempromosikan toleransi dan rasa hormat dengan menemukan kesamaan dan untuk benar-benar memahami orang lain. Bagi mereka, sebuah hubungan memiliki nilai hanya jika hubungan itu tulus. Itu adalah langkah pertama menuju persahabatan sejati.",Mendengarkan dengan seksama dan menanggapi dengan cara yang membuat orang lain merasa nyaman.,Cenderung berkumpul dan bekerja dengan lingkaran orang yang sama sehingga orang luar terasa terpinggirkan.
Relation,Genuine (Tulus),"Individu yang memiliki talenta ini pandai membangun dan memelihara hubungan. Merekaterdorong untuk mendekati orang-orang yang sudahmereka kenal. Mereka mendapatkan banyak kesenangan dan kekuatan dari berada di sekitar teman-teman dekat mereka. Mereka nyaman dengan keakraban yang dijalin dalam jangka waktu yang lama. Setelah hubungan awal dimulai, mereka dengan sengaja mendalami hubungan tersebut. Mereka mempromosikan toleransi dan rasa hormat dengan menemukan kesamaan dan untuk benar-benar memahami orang lain. Bagi mereka, sebuah hubungan memiliki nilai hanya jika hubungan itu tulus. Itu adalah langkah pertama menuju persahabatan sejati.",Merasa nyaman ketika dikelilingi oleh orang-orang yang sudah dikenal dan akrab.,Enggan memberi umpan balik tegas atau menegur kesalahan supaya hubungan tetap hangat.
Relation,Genuine (Tulus),"Individu yang memiliki talenta ini pandai membangun dan memelihara hubungan. Merekaterdorong untuk mendekati orang-orang yang sudahmereka kenal. Mereka mendapatkan banyak kesenangan dan kekuatan dari berada di sekitar teman-teman dekat mereka. Mereka nyaman dengan keakraban yang dijalin dalam jangka waktu yang lama. Setelah hubungan awal dimulai, mereka dengan sengaja mendalami hubungan tersebut. Mereka mempromosikan toleransi dan rasa hormat dengan menemukan kesamaan dan untuk benar-benar memahami orang lain. Bagi mereka, sebuah hubungan memiliki nilai hanya jika hubungan itu tulus. Itu adalah langkah pertama menuju persahabatan sejati.",Rela berbagi informasi pribadi untuk mempererat dan memperdalam hubungan.,Lebih nyaman dengan relasi lama sehingga kurang proaktif mengajak pendatang baru terlibat.
Relation,Genuine (Tulus),"Individu yang memiliki talenta ini pandai membangun dan memelihara hubungan. Merekaterdorong untuk mendekati orang-orang yang sudahmereka kenal. Mereka mendapatkan banyak kesenangan dan kekuatan dari berada di sekitar teman-teman dekat mereka. Mereka nyaman dengan keakraban yang dijalin dalam jangka waktu yang lama. Setelah hubungan awal dimulai, mereka dengan sengaja mendalami hubungan tersebut. Mereka mempromosikan toleransi dan rasa hormat dengan menemukan kesamaan dan untuk benar-benar memahami orang lain. Bagi mereka, sebuah hubungan memiliki nilai hanya jika hubungan itu tulus. Itu adalah langkah pertama menuju persahabatan sejati.",Mempertahankan persahabatan jangk panjang dan menikmati berada dalam lingkaran pertemanan yang kecil dan dekat.,"Memberikan perhatian, sumber daya, atau kesempatan lebih kepada orang yang dekat secara personal."
Relation,Harmony (Harmonis),"Individu yang dalam talenta ini mencari kesepakatan. Mereka menghindari konflik dan mencoba mencari titik temu di antara pandangan yang berbeda. Ketika pendapat mereka tampak berbeda dengan kelompoknya, mereka rela mengubah pendapatnya untuk menyatu dengan orang lain. Ketika orang lain mulai berdebat, mereka menghindari perdebatan dan lebih suka berbicara tentang hal-hal yang dapat disetujui semua orang. Mereka menghindari pertengkaran dan menemukan kesepakatan yang dapat mengakomodasi kepentingan semua orang.",Mencoba untuk menemukan titik temu di mana semua orang bisa setuju.,Menghindari diskusi sulit meskipun perbedaan pendapat perlu dibahas.
